"Site_initials","Climate profile","Temp_continuous","Proportion_continuous"
"B","Cold stable",-4.6,0.0109081439425605
"B","Cold stable",-4.5,0.00870032984929208
"B","Cold stable",-4.4,0.00653902381597943
"B","Cold stable",-4.3,0.00442440795677261
"B","Cold stable",-4.2,0.00235666438582171
"B","Cold stable",-4.1,0.000335975217276756
"B","Cold stable",-4,0
"B","Cold stable",-3.9,0
"B","Cold stable",-3.8,0
"B","Cold stable",-3.7,0
"B","Cold stable",-3.6,0
"B","Cold stable",-3.5,0
"B","Cold stable",-3.4,0
"B","Cold stable",-3.3,0
"B","Cold stable",-3.2,0
"B","Cold stable",-3.1,0
"B","Cold stable",-3,0
"B","Cold stable",-2.9,0
"B","Cold stable",-2.8,0
"B","Cold stable",-2.7,0
"B","Cold stable",-2.6,0
"B","Cold stable",-2.5,0
"B","Cold stable",-2.4,0
"B","Cold stable",-2.3,0
"B","Cold stable",-2.2,0
"B","Cold stable",-2.1,0
"B","Cold stable",-2,0
"B","Cold stable",-1.9,0
"B","Cold stable",-1.8,0
"B","Cold stable",-1.7,0
"B","Cold stable",-1.6,0
"B","Cold stable",-1.5,0
"B","Cold stable",-1.4,0
"B","Cold stable",-1.3,0
"B","Cold stable",-1.2,0
"B","Cold stable",-1.1,0
"B","Cold stable",-1,0
"B","Cold stable",-0.899999999999999,0
"B","Cold stable",-0.8,0
"B","Cold stable",-0.7,0
"B","Cold stable",-0.6,0
"B","Cold stable",-0.5,0
"B","Cold stable",-0.399999999999999,0
"B","Cold stable",-0.3,0
"B","Cold stable",-0.199999999999999,0
"B","Cold stable",-0.0999999999999996,0
"B","Cold stable",0,0
"B","Cold stable",0.100000000000001,0
"B","Cold stable",0.2,0
"B","Cold stable",0.300000000000001,0
"B","Cold stable",0.4,0
"B","Cold stable",0.5,0
"B","Cold stable",0.600000000000001,0
"B","Cold stable",0.7,0
"B","Cold stable",0.800000000000001,0
"B","Cold stable",0.9,0
"B","Cold stable",1,0
"B","Cold stable",1.1,0
"B","Cold stable",1.2,0
"B","Cold stable",1.3,0
"B","Cold stable",1.4,0
"B","Cold stable",1.5,0
"B","Cold stable",1.6,0
"B","Cold stable",1.7,0
"B","Cold stable",1.8,0
"B","Cold stable",1.9,0
"B","Cold stable",2,0
"B","Cold stable",2.1,0
"B","Cold stable",2.2,0
"B","Cold stable",2.3,0
"B","Cold stable",2.4,0
"B","Cold stable",2.5,0
"B","Cold stable",2.6,0
"B","Cold stable",2.7,0
"B","Cold stable",2.8,0
"B","Cold stable",2.9,0
"B","Cold stable",3,0
"B","Cold stable",3.1,0
"B","Cold stable",3.2,0
"B","Cold stable",3.3,0
"B","Cold stable",3.4,0
"B","Cold stable",3.5,0
"B","Cold stable",3.6,0
"B","Cold stable",3.7,0
"B","Cold stable",3.8,0
"B","Cold stable",3.9,0
"B","Cold stable",4,0
"B","Cold stable",4.1,0.00167984566768826
"B","Cold stable",4.2,0.00377175008161436
"B","Cold stable",4.3,0.00591373866511619
"B","Cold stable",4.4,0.00810521333916638
"B","Cold stable",4.5,0.0103455760247376
"B","Cold stable",4.6,0.0126342286428023
"B","Cold stable",4.7,0.0149705731143333
"B","Cold stable",4.8,0.0173540113603031
"B","Cold stable",4.9,0.0197839453016843
"B","Cold stable",5,0.0222597768594495
"B","Cold stable",5.1,0.0247809079545715
"B","Cold stable",5.2,0.0273467405080226
"B","Cold stable",5.3,0.0299566764407756
"B","Cold stable",5.4,0.0326101176738031
"B","Cold stable",5.5,0.0353064661280777
"B","Cold stable",5.6,0.038045123724572
"B","Cold stable",5.7,0.0408254923842586
"B","Cold stable",5.8,0.0436469740281102
"B","Cold stable",5.9,0.0465089705770992
"B","Cold stable",6,0.0494108839521984
"B","Cold stable",6.1,0.0523521160743804
"B","Cold stable",6.2,0.0553320688646178
"B","Cold stable",6.3,0.0583501442438831
"B","Cold stable",6.4,0.061405744133149
"B","Cold stable",6.5,0.0644982704533881
"B","Cold stable",6.6,0.0676271251255731
"B","Cold stable",6.7,0.0707917100706765
"B","Cold stable",6.8,0.0739914272096708
"B","Cold stable",6.9,0.0772256784635289
"B","Cold stable",7,0.0804938657532232
"B","Cold stable",7.1,0.0837953909997264
"B","Cold stable",7.2,0.0871296561240111
"B","Cold stable",7.3,0.0904960630470498
"B","Cold stable",7.4,0.0938940136898153
"B","Cold stable",7.5,0.09732290997328
"B","Cold stable",7.6,0.100960379535343
"B","Cold stable",7.7,0.104973299248684
"B","Cold stable",7.8,0.109344944886449
"B","Cold stable",7.9,0.114058592221784
"B","Cold stable",8,0.119097517027835
"B","Cold stable",8.1,0.124444995077749
"B","Cold stable",8.2,0.130084302144669
"B","Cold stable",8.3,0.135998714001744
"B","Cold stable",8.4,0.142171506422117
"B","Cold stable",8.5,0.148585955178936
"B","Cold stable",8.6,0.155225336045347
"B","Cold stable",8.7,0.162072924794494
"B","Cold stable",8.8,0.169111997199524
"B","Cold stable",8.9,0.176325829033582
"B","Cold stable",9,0.183697696069816
"B","Cold stable",9.1,0.191210874081369
"B","Cold stable",9.2,0.198848638841389
"B","Cold stable",9.3,0.206594266123021
"B","Cold stable",9.4,0.214431031699411
"B","Cold stable",9.5,0.222342211343705
"B","Cold stable",9.6,0.230311080829049
"B","Cold stable",9.7,0.238320915928588
"B","Cold stable",9.8,0.246354992415469
"B","Cold stable",9.9,0.254396586062837
"B","Cold stable",10,0.262428972643838
"B","Cold stable",10.1,0.270435427931618
"B","Cold stable",10.2,0.278399227699323
"B","Cold stable",10.3,0.286303647720099
"B","Cold stable",10.4,0.294131963767091
"B","Cold stable",10.5,0.301867451613446
"B","Cold stable",10.6,0.309493387032309
"B","Cold stable",10.7,0.316993045796826
"B","Cold stable",10.8,0.324349703680143
"B","Cold stable",10.9,0.331546636455406
"B","Cold stable",11,0.338567119895761
"B","Cold stable",11.1,0.345394429774353
"B","Cold stable",11.2,0.352011841864329
"B","Cold stable",11.3,0.358402631938834
"B","Cold stable",11.4,0.364550075771015
"B","Cold stable",11.5,0.370437449134016
"B","Cold stable",11.6,0.376048027800984
"B","Cold stable",11.7,0.381365087545065
"B","Cold stable",11.8,0.386371904139405
"B","Cold stable",11.9,0.391051753357149
"B","Cold stable",12,0.395387910971443
"B","Cold stable",12.1,0.399363652755434
"B","Cold stable",12.2,0.402962254482266
"B","Cold stable",12.3,0.406166991925087
"B","Cold stable",12.4,0.408961140857041
"B","Cold stable",12.5,0.411327977051275
"B","Cold stable",12.6,0.41345180139879
"B","Cold stable",12.7,0.41552723905194
"B","Cold stable",12.8,0.417553052175892
"B","Cold stable",12.9,0.419528002935817
"B","Cold stable",13,0.421450853496884
"B","Cold stable",13.1,0.423320366024264
"B","Cold stable",13.2,0.425135302683126
"B","Cold stable",13.3,0.426894425638639
"B","Cold stable",13.4,0.428596497055973
"B","Cold stable",13.5,0.430240279100298
"B","Cold stable",13.6,0.431824533936784
"B","Cold stable",13.7,0.4333480237306
"B","Cold stable",13.8,0.434809510646916
"B","Cold stable",13.9,0.436207756850902
"B","Cold stable",14,0.437541524507727
"B","Cold stable",14.1,0.438809575782561
"B","Cold stable",14.2,0.440010672840573
"B","Cold stable",14.3,0.441143577846934
"B","Cold stable",14.4,0.442207052966813
"B","Cold stable",14.5,0.44319986036538
"B","Cold stable",14.6,0.444120762207804
"B","Cold stable",14.7,0.444968520659256
"B","Cold stable",14.8,0.445741897884904
"B","Cold stable",14.9,0.446439656049918
"B","Cold stable",15,0.447060557319469
"B","Cold stable",15.1,0.447603363858726
"B","Cold stable",15.2,0.448066837832858
"B","Cold stable",15.3,0.448449741407036
"B","Cold stable",15.4,0.448750836746428
"B","Cold stable",15.5,0.448968886016205
"B","Cold stable",15.6,0.449102651381536
"B","Cold stable",15.7,0.449150895007591
"B","Cold stable",15.8,0.44911237905954
"B","Cold stable",15.9,0.448985865702552
"B","Cold stable",16,0.448770117101797
"B","Cold stable",16.1,0.448463895422445
"B","Cold stable",16.2,0.448065962829666
"B","Cold stable",16.3,0.447575081488628
"B","Cold stable",16.4,0.446990013564502
"B","Cold stable",16.5,0.446309521222458
"B","Cold stable",16.6,0.445532366627664
"B","Cold stable",16.7,0.444657311945292
"B","Cold stable",16.8,0.44368311934051
"B","Cold stable",16.9,0.442608550978488
"B","Cold stable",17,0.441432369024396
"B","Cold stable",17.1,0.440153335643404
"B","Cold stable",17.2,0.438770213000681
"B","Cold stable",17.3,0.437281763261397
"B","Cold stable",17.4,0.435686748590721
"B","Cold stable",17.5,0.433983931153824
"B","Cold stable",17.6,0.43201177518711
"B","Cold stable",17.7,0.429620240715379
"B","Cold stable",17.8,0.426825333586394
"B","Cold stable",17.9,0.423643059647918
"B","Cold stable",18,0.420089424747714
"B","Cold stable",18.1,0.416180434733543
"B","Cold stable",18.2,0.411932095453169
"B","Cold stable",18.3,0.407360412754355
"B","Cold stable",18.4,0.402481392484862
"B","Cold stable",18.5,0.397311040492453
"B","Cold stable",18.6,0.391865362624892
"B","Cold stable",18.7,0.386160364729941
"B","Cold stable",18.8,0.380212052655362
"B","Cold stable",18.9,0.374036432248918
"B","Cold stable",19,0.367649509358372
"B","Cold stable",19.1,0.361067289831486
"B","Cold stable",19.2,0.354305779516023
"B","Cold stable",19.3,0.347380984259746
"B","Cold stable",19.4,0.340308909910417
"B","Cold stable",19.5,0.3331055623158
"B","Cold stable",19.6,0.325786947323655
"B","Cold stable",19.7,0.318369070781747
"B","Cold stable",19.8,0.310867938537838
"B","Cold stable",19.9,0.30329955643969
"B","Cold stable",20,0.295679930335066
"B","Cold stable",20.1,0.288025066071729
"B","Cold stable",20.2,0.280350969497442
"B","Cold stable",20.3,0.272673646459967
"B","Cold stable",20.4,0.265009102807066
"B","Cold stable",20.5,0.257373344386503
"B","Cold stable",20.6,0.249782377046039
"B","Cold stable",20.7,0.242252206633438
"B","Cold stable",20.8,0.234798838996463
"B","Cold stable",20.9,0.227438279982875
"B","Cold stable",21,0.220186535440438
"B","Cold stable",21.1,0.213059611216914
"B","Cold stable",21.2,0.206073513160065
"B","Cold stable",21.3,0.199244247117656
"B","Cold stable",21.4,0.192587818937447
"B","Cold stable",21.5,0.186120234467202
"B","Cold stable",21.6,0.179857499554684
"B","Cold stable",21.7,0.173815620047654
"B","Cold stable",21.8,0.168010601793876
"B","Cold stable",21.9,0.162458450641113
"B","Cold stable",22,0.157175172437126
"B","Cold stable",22.1,0.152176773029679
"B","Cold stable",22.2,0.147479258266534
"B","Cold stable",22.3,0.143098633995454
"B","Cold stable",22.4,0.139050906064201
"B","Cold stable",22.5,0.135352080320539
"B","Cold stable",22.6,0.131794625076601
"B","Cold stable",22.7,0.128163410743982
"B","Cold stable",22.8,0.124463046319635
"B","Cold stable",22.9,0.120698140800512
"B","Cold stable",23,0.116873303183565
"B","Cold stable",23.1,0.112993142465746
"B","Cold stable",23.2,0.109062267644009
"B","Cold stable",23.3,0.105085287715305
"B","Cold stable",23.4,0.101066811676586
"B","Cold stable",23.5,0.0970114485248066
"B","Cold stable",23.6,0.0929238072569171
"B","Cold stable",23.7,0.0888084968698707
"B","Cold stable",23.8,0.0846701263606197
"B","Cold stable",23.9,0.0805133047261164
"B","Cold stable",24,0.0763426409633134
"B","Cold stable",24.1,0.0721627440691629
"B","Cold stable",24.2,0.0679782230406173
"B","Cold stable",24.3,0.0637936868746292
"B","Cold stable",24.4,0.0596137445681506
"B","Cold stable",24.5,0.0554430051181344
"B","Cold stable",24.6,0.0512860775215326
"B","Cold stable",24.7,0.0471475707752976
"B","Cold stable",24.8,0.0430320938763821
"B","Cold stable",24.9,0.0389442558217382
"B","Cold stable",25,0.0348886656083185
"B","Cold stable",25.1,0.0308699322330752
"B","Cold stable",25.2,0.0268926646929607
"B","Cold stable",25.3,0.0229614719849276
"B","Cold stable",25.4,0.0190809631059281
"B","Cold stable",25.5,0.0152557470529148
"B","Cold stable",25.6,0.0114904328228397
"B","Cold stable",25.7,0.00778962941265555
"B","Cold stable",25.8,0.00415794581931473
"B","Cold stable",25.9,0.000599991039769401
"B","Cold stable",26,0
"B","Cold stable",26.1,0
"B","Cold stable",26.2,0
"B","Cold stable",26.3,0
"B","Cold stable",26.4,0
"B","Cold stable",26.5,0
"B","Cold stable",26.6,0
"B","Cold stable",26.7,0
"B","Cold stable",26.8,0
"B","Cold stable",26.9,0
"B","Cold stable",27,0
"B","Cold stable",27.1,0
"B","Cold stable",27.2,0
"B","Cold stable",27.3,0
"B","Cold stable",27.4,0
"B","Cold stable",27.5,0
"B","Cold stable",27.6,0
"B","Cold stable",27.7,0
"B","Cold stable",27.8,0
"B","Cold stable",27.9,0
"B","Cold stable",28,0
"B","Cold stable",28.1,0
"B","Cold stable",28.2,0
"B","Cold stable",28.3,0
"B","Cold stable",28.4,0
"B","Cold stable",28.5,0
"B","Cold stable",28.6,0
"B","Cold stable",28.7,0
"B","Cold stable",28.8,0
"B","Cold stable",28.9,0
"B","Cold stable",29,0
"B","Cold stable",29.1,0
"B","Cold stable",29.2,0
"B","Cold stable",29.3,0
"B","Cold stable",29.4,0
"B","Cold stable",29.5,0
"B","Cold stable",29.6,0
"B","Cold stable",29.7,0
"B","Cold stable",29.8,0
"B","Cold stable",29.9,0
"B","Cold stable",30,0
"B","Cold stable",30.1,0
"B","Cold stable",30.2,0
"B","Cold stable",30.3,0
"B","Cold stable",30.4,0
"B","Cold stable",30.5,0
"B","Cold stable",30.6,0
"B","Cold stable",30.7,0
"B","Cold stable",30.8,0
"B","Cold stable",30.9,0
"B","Cold stable",31,0
"B","Cold stable",31.1,0
"B","Cold stable",31.2,0
"B","Cold stable",31.3,0
"B","Cold stable",31.4,0
"B","Cold stable",31.5,0
"B","Cold stable",31.6,0
"B","Cold stable",31.7,0
"B","Cold stable",31.8,0
"B","Cold stable",31.9,0
"B","Cold stable",32,0
"B","Cold stable",32.1,0
"B","Cold stable",32.2,0
"B","Cold stable",32.3,0
"B","Cold stable",32.4,0
"B","Cold stable",32.5,0
"B","Cold stable",32.6,0
"B","Cold stable",32.7,0
"B","Cold stable",32.8,0
"B","Cold stable",32.9,0
"B","Cold stable",33,0
"B","Cold stable",33.1,0
"B","Cold stable",33.2,0
"B","Cold stable",33.3,0
"B","Cold stable",33.4,0
"B","Cold stable",33.5,0
"B","Cold stable",33.6,0
"B","Cold stable",33.7,0
"B","Cold stable",33.8,0
"B","Cold stable",33.9,0
"B","Cold stable",34,0
"B","Cold stable",34.1,0
"B","Cold stable",34.2,0
"B","Cold stable",34.3,0
"B","Cold stable",34.4,0
"B","Cold stable",34.5,0
"B","Cold stable",34.6,0
"B","Cold stable",34.7,0
"B","Cold stable",34.8,0
"B","Cold stable",34.9,0
"B","Cold stable",35,0
"B","Cold stable",35.1,0
"B","Cold stable",35.2,0
"B","Cold stable",35.3,0
"B","Cold stable",35.4,0
"B","Cold stable",35.5,0
"B","Cold stable",35.6,0
"B","Cold stable",35.7,0
"B","Cold stable",35.8,0
"B","Cold stable",35.9,0
"B","Cold stable",36,0
"B","Cold stable",36.1,0
"B","Cold stable",36.2,0
"B","Cold stable",36.3,0
"B","Cold stable",36.4,0
"B","Cold stable",36.5,0
"B","Cold stable",36.6,0
"B","Cold stable",36.7,0
"B","Cold stable",36.8,0
"B","Cold stable",36.9,0
"B","Cold stable",37,0
"B","Cold stable",37.1,0
"B","Cold stable",37.2,0
"B","Cold stable",37.3,0
"B","Cold stable",37.4,0
"B","Cold stable",37.5,0
"B","Cold stable",37.6,0
"B","Cold stable",37.7,0
"B","Cold stable",37.8,0
"B","Cold stable",37.9,0
"B","Cold stable",38,0
"B","Cold stable",38.1,0
"B","Cold stable",38.2,0
"B","Cold stable",38.3,0
"B","Cold stable",38.4,0
"B","Cold stable",38.5,0
"B","Cold stable",38.6,0
"B","Cold stable",38.7,0
"B","Cold stable",38.8,0
"B","Cold stable",38.9,0
"B","Cold stable",39,0
"B","Cold stable",39.1,0
"B","Cold stable",39.2,0
"B","Cold stable",39.3,0
"B","Cold stable",39.4,0
"B","Cold stable",39.5,0
"B","Cold stable",39.6,0
"B","Cold stable",39.7,0
"B","Cold stable",39.8,0
"B","Cold stable",39.9,0
"B","Cold stable",40,0
"B","Cold stable",40.1,0
"B","Cold stable",40.2,0
"B","Cold stable",40.3,0
"B","Cold stable",40.4,0
"B","Cold stable",40.5,0
"B","Cold stable",40.6,0
"B","Cold stable",40.7,0
"B","Cold stable",40.8,0
"B","Cold stable",40.9,0
"B","Cold stable",41,0
"B","Cold stable",41.1,0
"B","Cold stable",41.2,0
"B","Cold stable",41.3,0
"B","Cold stable",41.4,0
"B","Cold stable",41.5,0
"B","Cold stable",41.6,0
"B","Cold stable",41.7,0
"B","Cold stable",41.8,0
"B","Cold stable",41.9,0
"B","Cold stable",42,0
"B","Cold stable",42.1,0
"B","Cold stable",42.2,0
"B","Cold stable",42.3,0
"B","Cold stable",42.4,0
"B","Cold stable",42.5,0
"B","Cold stable",42.6,0
"B","Cold stable",42.7,0
"B","Cold stable",42.8,0
"B","Cold stable",42.9,0
"B","Cold stable",43,0
"B","Cold stable",43.1,0
"B","Cold stable",43.2,0
"B","Cold stable",43.3,0
"B","Cold stable",43.4,0
"B","Cold stable",43.5,0
"B","Cold stable",43.6,0
"B","Cold stable",43.7,0
"B","Cold stable",43.8,0
"B","Cold stable",43.9,0
"B","Cold stable",44,0
"B","Cold stable",44.1,0
"B","Cold stable",44.2,0
"B","Cold stable",44.3,0
"B","Cold stable",44.4,0
"B","Cold stable",44.5,0
"B","Cold stable",44.6,0
"B","Cold stable",44.7,0
"B","Cold stable",44.8,0
"B","Cold stable",44.9,0
"B","Cold stable",45,0
"B","Cold stable",45.1,0
"B","Cold stable",45.2,0
"B","Cold stable",45.3,0
"B","Cold stable",45.4,0
"B","Cold stable",45.5,0
"B","Cold stable",45.6,0
"B","Cold stable",45.7,0
"B","Cold stable",45.8,0
"B","Cold stable",45.9,0
"B","Cold stable",46,0
"B","Cold stable",46.1,0
"B","Cold stable",46.2,0
"B","Cold stable",46.3,0
"B","Cold stable",46.4,0
"B","Cold stable",46.5,0
"B","Cold stable",46.6,0
"B","Cold stable",46.7,0
"B","Cold stable",46.8,0
"B","Cold stable",46.9,0
"B","Cold stable",47,0
"B","Cold stable",47.1,0
"B","Cold stable",47.2,0
"B","Cold stable",47.3,0
"B","Cold stable",47.4,0
"B","Cold stable",47.5,0
"B","Cold stable",47.6,0
"B","Cold stable",47.7,0
"B","Cold stable",47.8,0
"B","Cold stable",47.9,0
"B","Cold stable",48,0
"B","Cold stable",48.1,0
"B","Cold stable",48.2,0
"B","Cold stable",48.3,0
"B","Cold stable",48.4,0
"B","Cold stable",48.5,0
"B","Cold stable",48.6,0
"B","Cold stable",48.7,0
"B","Cold stable",48.8,0
"B","Cold stable",48.9,0
"B","Cold stable",49,0
"B","Cold stable",49.1,0
"B","Cold stable",49.2,0
"B","Cold stable",49.3,0
"B","Cold stable",49.4,0
"B","Cold stable",49.5,0
"B","Cold stable",49.6,0
"B","Cold stable",49.7,0
"B","Cold stable",49.8,0
"B","Cold stable",49.9,0
"B","Cold stable",50,0
"B","Cold stable",50.1,0
"B","Cold stable",50.2,0
"B","Cold stable",50.3,0
"B","Cold stable",50.4,0
"B","Cold stable",50.5,0
"B","Cold stable",50.6,0
"B","Cold stable",50.7,0
"B","Cold stable",50.8,0
